state,date,population,metodology,count,rate
MORELOS,2016-02,1944750,nueva,39,24.06478982
NAYARIT,2016-02,1206664,nueva,4,3.977909343
NUEVO LEÓN,2016-02,5258157,nueva,89,20.31129919
OAXACA,2016-02,4035328,nueva,47,13.97655903
PUEBLA,2016-02,6316674,nueva,47,8.928749529
QUERÉTARO,2016-02,2095527,nueva,9,5.153834811
QUINTANA ROO,2016-02,1548171,nueva,12,9.301298112
SAN LUIS POTOSÍ,2016-02,2771912,nueva,15,6.493712643
SINALOA,2016-02,3036069,nueva,83,32.80557853
SONORA,2016-02,2906733,nueva,80,33.02676923
TABASCO,2016-02,2444599,nueva,19,9.326683027
TAMAULIPAS,2016-02,3513650,nueva,40,13.66100778
TLAXCALA,2016-02,1306678,nueva,5,4.591796908
VERACRUZ,2016-02,8287025,nueva,48,6.950624621
YUCATÁN,2016-02,2144695,nueva,9,5.035681064
AGUASCALIENTES,2016-02,1345901,nueva,3,2.674788116
BAJA CALIFORNIA,2016-02,3382660,nueva,71,25.18727865
BAJA CALIFORNIA SUR,2016-02,729829,nueva,4,6.576883078
CAMPECHE,2016-02,926470,nueva,3,3.885716753
COAHUILA,2016-02,3025083,nueva,15,5.95024996
ZACATECAS,2016-02,1584301,vieja,37,28.02497758
ZACATECAS,2016-02,1610668,nueva,36,26.82116985
JALISCO,2016-03,7999452,vieja,97,14.55099674
MÉXICO,2016-03,17056491,vieja,174,12.24167386
MICHOACÁN,2016-03,4620051,vieja,80,20.7789914
MORELOS,2016-03,1937370,vieja,45,27.87283792
NAYARIT,2016-03,1240601,vieja,3,2.90181936
DURANGO,2016-03,1777835,vieja,27,18.2244134
GUANAJUATO,2016-03,5852416,vieja,72,14.76313372
GUERRERO,2016-03,3583226,vieja,188,62.96002541
HIDALGO,2016-03,2904456,vieja,12,4.957899173
COAHUILA,2016-03,2986701,vieja,18,7.232059721
COLIMA,2016-03,732657,vieja,51,83.53158436
CHIAPAS,2016-03,5301672,vieja,40,9.053747572
CHIHUAHUA,2016-03,3737243,vieja,75,24.08192349
CIUDAD DE MÉXICO,2016-03,8838712,vieja,78,10.58977824
NUEVO LEÓN,2016-03,5139797,vieja,39,9.105417977
OAXACA,2016-03,4031092,vieja,73,21.73108428
PUEBLA,2016-03,6239407,vieja,52,10.00095041
QUERÉTARO,2016-03,2026640,vieja,12,7.105356649
TAMAULIPAS,2016-03,3573313,vieja,62,20.821014
TLAXCALA,2016-03,1291413,vieja,9,8.362932695
VERACRUZ,2016-03,8091310,vieja,60,8.898435482
YUCATÁN,2016-03,2139099,vieja,2,1.121967707
QUINTANA ROO,2016-03,1608528,vieja,8,5.96818955
SAN LUIS POTOSÍ,2016-03,2771866,vieja,13,5.627977687
SINALOA,2016-03,3003607,vieja,43,17.1793447
SONORA,2016-03,2962640,vieja,40,16.20176599
TABASCO,2016-03,2401870,vieja,22,10.99143584
AGUASCALIENTES,2016-03,1300473,vieja,5,4.613705936
BAJA CALIFORNIA,2016-03,3522054,vieja,89,30.32321481
BAJA CALIFORNIA SUR,2016-03,781130,vieja,6,9.217415795
CAMPECHE,2016-03,918107,vieja,5,6.535185986
GUERRERO,2016-03,3590837,nueva,188,62.82657776
HIDALGO,2016-03,2925783,nueva,12,4.921759406
JALISCO,2016-03,8025027,nueva,91,13.60743085
MÉXICO,2016-03,16590406,nueva,174,12.58558712
MICHOACÁN,2016-03,4671817,nueva,77,19.77817196
COLIMA,2016-03,730342,nueva,46,75.58102916
CHIAPAS,2016-03,5365328,nueva,40,8.946330961
CHIHUAHUA,2016-03,3637664,nueva,75,24.74115256
CIUDAD DE MÉXICO,2016-03,9055637,nueva,69,9.143476047
DURANGO,2016-03,1795491,nueva,27,18.04520323
GUANAJUATO,2016-03,5975840,nueva,72,14.45821843
MORELOS,2016-03,1946757,nueva,43,26.50561935
NAYARIT,2016-03,1208257,nueva,3,2.979498567
NUEVO LEÓN,2016-03,5265473,nueva,39,8.888090396
OAXACA,2016-03,4037580,nueva,65,19.31850267
PUEBLA,2016-03,6322585,nueva,52,9.869380957
QUERÉTARO,2016-03,2099193,nueva,12,6.859778972
QUINTANA ROO,2016-03,1551516,nueva,8,6.187496616
SAN LUIS POTOSÍ,2016-03,2773834,nueva,13,5.623984709
SINALOA,2016-03,3038808,nueva,43,16.98034229
SONORA,2016-03,2909901,nueva,56,23.09356916
TABASCO,2016-03,2447175,nueva,22,10.78794937
TAMAULIPAS,2016-03,3516343,nueva,61,20.81708184
TLAXCALA,2016-03,1308257,nueva,9,8.255258714
VERACRUZ,2016-03,8293148,nueva,56,8.103074972
YUCATÁN,2016-03,2146942,nueva,3,1.676803565
AGUASCALIENTES,2016-03,1347827,nueva,7,6.232253843
BAJA CALIFORNIA,2016-03,3386601,nueva,88,31.18170697
BAJA CALIFORNIA SUR,2016-03,731261,nueva,6,9.846005735
CAMPECHE,2016-03,927857,nueva,4,5.173210958
COAHUILA,2016-03,3028647,nueva,17,6.735680982
ZACATECAS,2016-03,1585330,vieja,28,21.19432547
ZACATECAS,2016-03,1611895,nueva,28,20.84503023
JALISCO,2016-04,8007029,vieja,82,12.2892024
MÉXICO,2016-04,17077169,vieja,172,12.08631243
MICHOACÁN,2016-04,4622668,vieja,93,24.14190247
MORELOS,2016-04,1939262,vieja,38,23.51409969
NAYARIT,2016-04,1242468,vieja,2,1.931639286
DURANGO,2016-04,1779292,vieja,11,7.418681138
GUANAJUATO,2016-04,5856282,vieja,69,14.1386634
GUERRERO,2016-04,3584902,vieja,178,59.58321873
HIDALGO,2016-04,2907355,vieja,12,4.952955521
COAHUILA,2016-04,2989592,vieja,25,10.03481412
COLIMA,2016-04,733679,vieja,56,91.59318994
CHIAPAS,2016-04,5307101,vieja,35,7.913925135
CHIHUAHUA,2016-04,3740256,vieja,90,28.87502888
CIUDAD DE MÉXICO,2016-04,8836947,vieja,73,9.91292581
NUEVO LEÓN,2016-04,5145791,vieja,46,10.72721376
OAXACA,2016-04,4033180,vieja,60,17.85191834
PUEBLA,2016-04,6244470,vieja,71,13.64407228
QUERÉTARO,2016-04,2029104,vieja,8,4.731152272
TABASCO,2016-04,2403867,vieja,18,8.985522078
TAMAULIPAS,2016-04,3576640,vieja,47,15.76898989
TLAXCALA,2016-04,1292869,vieja,3,2.784504849
VERACRUZ,2016-04,8096253,vieja,57,8.44835259
YUCATÁN,2016-04,2141359,vieja,1,0.560391789
QUINTANA ROO,2016-04,1612272,vieja,14,10.420078
SAN LUIS POTOSÍ,2016-04,2773909,vieja,18,7.786845207
SINALOA,2016-04,3005722,vieja,72,28.74517337
SONORA,2016-04,2965954,vieja,35,14.16070512
AGUASCALIENTES,2016-04,1301897,vieja,5,4.608659518
BAJA CALIFORNIA,2016-04,3526265,vieja,78,26.54366589
BAJA CALIFORNIA SUR,2016-04,783042,vieja,10,15.32484848
CAMPECHE,2016-04,919244,vieja,7,9.137943789
GUANAJUATO,2016-04,5981312,nueva,68,13.64249181
GUERRERO,2016-04,3592494,nueva,178,59.45730181
HIDALGO,2016-04,2929037,nueva,10,4.096909667
JALISCO,2016-04,8032751,nueva,76,11.35352011
MÉXICO,2016-04,16607461,nueva,172,12.42814901
MICHOACÁN,2016-04,4675101,nueva,92,23.61446309
COLIMA,2016-04,731423,nueva,53,86.95378734
CHIAPAS,2016-04,5372488,nueva,35,7.817607038
CHIHUAHUA,2016-04,3640527,nueva,90,29.66603462
CIUDAD DE MÉXICO,2016-04,9055221,nueva,70,9.276416335
DURANGO,2016-04,1797138,nueva,11,7.345011902
MORELOS,2016-04,1948757,nueva,36,22.16797682
NAYARIT,2016-04,1209850,nueva,2,1.98371699
NUEVO LEÓN,2016-04,5272736,nueva,46,10.46894819
OAXACA,2016-04,4039821,nueva,53,15.74327179
PUEBLA,2016-04,6328468,nueva,69,13.08373527
QUERÉTARO,2016-04,2102846,nueva,8,4.565241582
QUINTANA ROO,2016-04,1554864,nueva,14,10.80480351
SAN LUIS POTOSÍ,2016-04,2775749,nueva,18,7.78168343
SINALOA,2016-04,3041509,nueva,71,28.01241094
SONORA,2016-04,2913079,nueva,35,14.41773464
TABASCO,2016-04,2449741,nueva,18,8.817258641
TAMAULIPAS,2016-04,3519035,nueva,47,16.02712107
TLAXCALA,2016-04,1309821,nueva,3,2.748467157
VERACRUZ,2016-04,8299166,nueva,50,7.229642111
YUCATÁN,2016-04,2149184,nueva,1,0.558351449
AGUASCALIENTES,2016-04,1349732,nueva,5,4.445326924
BAJA CALIFORNIA,2016-04,3390638,nueva,75,26.54367703
BAJA CALIFORNIA SUR,2016-04,732694,nueva,12,19.65349791
CAMPECHE,2016-04,929247,nueva,7,9.039577206
COAHUILA,2016-04,3032226,nueva,23,9.102223911
ZACATECAS,2016-04,1586360,vieja,26,19.66766686
ZACATECAS,2016-04,1613109,nueva,26,19.34153241
JALISCO,2016-05,8014605,vieja,121,18.11692529
MÉXICO,2016-05,17097847,vieja,203,14.24740788
MICHOACÁN,2016-05,4625285,vieja,97,25.1660168
MORELOS,2016-05,1941153,vieja,52,32.14584322
NAYARIT,2016-05,1244335,vieja,2,1.928741054
DURANGO,2016-05,1780748,vieja,20,13.4774825
GUANAJUATO,2016-05,5860149,vieja,88,18.02001963
GUERRERO,2016-05,3586579,vieja,165,55.20581033
HIDALGO,2016-05,2910253,vieja,14,5.772693989
COAHUILA,2016-05,2992483,vieja,34,13.63416267
COLIMA,2016-05,734702,vieja,41,66.96592632
CHIAPAS,2016-05,5312531,vieja,34,7.679955185
CHIHUAHUA,2016-05,3743268,vieja,110,35.26330468
CIUDAD DE MÉXICO,2016-05,8835181,vieja,81,11.00147241
NUEVO LEÓN,2016-05,5151786,vieja,62,14.44159365
OAXACA,2016-05,4035268,vieja,59,17.54530306
PUEBLA,2016-05,6249534,vieja,59,11.32884468
QUERÉTARO,2016-05,2031567,vieja,14,8.269478683
TABASCO,2016-05,2405863,vieja,25,12.46953796
TAMAULIPAS,2016-05,3579968,vieja,47,15.75433076
TLAXCALA,2016-05,1294325,vieja,4,3.708496707
VERACRUZ,2016-05,8101196,vieja,74,10.96134447
YUCATÁN,2016-05,2143618,vieja,6,3.358807399
QUINTANA ROO,2016-05,1616017,vieja,11,8.168230904
SAN LUIS POTOSÍ,2016-05,2775952,vieja,35,15.12994461
SINALOA,2016-05,3007837,vieja,80,31.91662314
SONORA,2016-05,2969267,vieja,38,15.35732556
AGUASCALIENTES,2016-05,1303320,vieja,5,4.603627659
BAJA CALIFORNIA,2016-05,3530476,vieja,98,33.30995594
BAJA CALIFORNIA SUR,2016-05,784953,vieja,9,13.75878556
CAMPECHE,2016-05,920380,vieja,7,9.126665073
GUANAJUATO,2016-05,5986744,nueva,87,17.43852752
GUERRERO,2016-05,3594125,nueva,165,55.08990366
HIDALGO,2016-05,2932284,nueva,11,4.501610349
JALISCO,2016-05,8040480,nueva,118,17.6108889
MÉXICO,2016-05,16624498,nueva,203,14.65307404
MICHOACÁN,2016-05,4678364,nueva,96,24.62399249
COLIMA,2016-05,732503,nueva,37,60.61408622
CHIAPAS,2016-05,5379644,nueva,34,7.584144973
CHIHUAHUA,2016-05,3643440,nueva,110,36.2294974
CIUDAD DE MÉXICO,2016-05,9054807,nueva,72,9.541893052
DURANGO,2016-05,1798765,nueva,20,13.34248776
MORELOS,2016-05,1950750,nueva,51,31.37254902
NAYARIT,2016-05,1211442,nueva,2,1.981110115
NUEVO LEÓN,2016-05,5279945,nueva,61,13.86378078
OAXACA,2016-05,4042054,nueva,55,16.32833208
PUEBLA,2016-05,6334323,nueva,57,10.79831262
QUERÉTARO,2016-05,2106487,nueva,14,7.975363722
QUINTANA ROO,2016-05,1558215,nueva,11,8.471231505
SAN LUIS POTOSÍ,2016-05,2777658,nueva,35,15.120652
SINALOA,2016-05,3044171,nueva,79,31.14148318
SONORA,2016-05,2916265,nueva,46,18.92832099
TABASCO,2016-05,2452296,nueva,25,12.23343348
TAMAULIPAS,2016-05,3521725,nueva,47,16.01487907
TLAXCALA,2016-05,1311368,nueva,4,3.660299779
VERACRUZ,2016-05,8305081,nueva,74,10.69224972
YUCATÁN,2016-05,2151421,nueva,5,2.788854436
AGUASCALIENTES,2016-05,1351616,nueva,5,4.439130641
BAJA CALIFORNIA,2016-05,3394773,nueva,98,34.64149149
BAJA CALIFORNIA SUR,2016-05,734127,nueva,10,16.34594559
CAMPECHE,2016-05,930640,nueva,7,9.026046592
COAHUILA,2016-05,3035821,nueva,32,12.64896712
ZACATECAS,2016-05,1587389,vieja,41,30.99429314
ZACATECAS,2016-05,1614310,nueva,38,28.24736265
JALISCO,2016-06,8022181,vieja,78,11.66764998
MÉXICO,2016-06,17118525,vieja,155,10.86542211
MICHOACÁN,2016-06,4627902,vieja,99,25.67037936
MORELOS,2016-06,1943044,vieja,63,38.90802267
NAYARIT,2016-06,1246202,vieja,2,1.925851507
DURANGO,2016-06,1782205,vieja,29,19.52637323
GUANAJUATO,2016-06,5864016,vieja,92,18.82668806
GUERRERO,2016-06,3588255,vieja,195,65.21275662
HIDALGO,2016-06,2913152,vieja,10,4.119249528
COAHUILA,2016-06,2995374,vieja,19,7.611737299
COLIMA,2016-06,735724,vieja,35,57.08662488
CHIAPAS,2016-06,5317960,vieja,40,9.026017495
CHIHUAHUA,2016-06,3746281,vieja,96,30.75049629
CIUDAD DE MÉXICO,2016-06,8833416,vieja,77,10.46027947
NUEVO LEÓN,2016-06,5157780,vieja,46,10.70227889
OAXACA,2016-06,4037357,vieja,70,20.80569046
PUEBLA,2016-06,6254597,vieja,52,9.976661966
QUERÉTARO,2016-06,2034030,vieja,7,4.1297326
TABASCO,2016-06,2407860,vieja,17,8.47225337
TAMAULIPAS,2016-06,3583295,vieja,53,17.74902708
TLAXCALA,2016-06,1295781,vieja,5,4.630412084
VERACRUZ,2016-06,8106138,vieja,82,12.13894952
YUCATÁN,2016-06,2145878,vieja,3,1.677634982
QUINTANA ROO,2016-06,1619762,vieja,12,8.890194979
SAN LUIS POTOSÍ,2016-06,2777995,vieja,34,14.68685149
SINALOA,2016-06,3009952,vieja,74,29.5021316
SONORA,2016-06,2972580,vieja,51,20.58817593
AGUASCALIENTES,2016-06,1304744,vieja,3,2.759161951
BAJA CALIFORNIA,2016-06,3534688,vieja,81,27.49889099
BAJA CALIFORNIA SUR,2016-06,786864,vieja,17,25.92569999
CAMPECHE,2016-06,921517,vieja,5,6.511003053
GUANAJUATO,2016-06,5992136,nueva,91,18.22388544
GUERRERO,2016-06,3595730,nueva,195,65.07718878
HIDALGO,2016-06,2935524,nueva,7,2.861499344
JALISCO,2016-06,8048214,nueva,76,11.33170664
MÉXICO,2016-06,16641513,nueva,155,11.17686835
MICHOACÁN,2016-06,4681606,nueva,98,25.11958503
COLIMA,2016-06,733583,nueva,31,50.71000827
CHIAPAS,2016-06,5386795,nueva,40,8.910678799
CHIHUAHUA,2016-06,3646403,nueva,96,31.59277787
CIUDAD DE MÉXICO,2016-06,9054396,nueva,73,9.674858489
DURANGO,2016-06,1800374,nueva,28,18.66278895
MORELOS,2016-06,1952737,nueva,55,33.79871432
NAYARIT,2016-06,1213034,nueva,2,1.978510083
NUEVO LEÓN,2016-06,5287101,nueva,45,10.21353668
OAXACA,2016-06,4044278,nueva,63,18.69307698
PUEBLA,2016-06,6340151,nueva,52,9.842036885
QUERÉTARO,2016-06,2110116,nueva,7,3.980823803
QUINTANA ROO,2016-06,1561567,nueva,12,9.221506346
SAN LUIS POTOSÍ,2016-06,2779560,nueva,34,14.67858222
SINALOA,2016-06,3046796,nueva,74,29.14537107
SONORA,2016-06,2919460,nueva,49,20.14071095
TABASCO,2016-06,2454840,nueva,17,8.310113897
TAMAULIPAS,2016-06,3524415,nueva,53,18.04554798
TLAXCALA,2016-06,1312900,nueva,5,4.570035799
VERACRUZ,2016-06,8310892,nueva,76,10.97355133
YUCATÁN,2016-06,2153654,nueva,3,1.6715777
AGUASCALIENTES,2016-06,1353479,nueva,3,2.659812232
BAJA CALIFORNIA,2016-06,3399005,nueva,81,28.59660401
BAJA CALIFORNIA SUR,2016-06,735561,nueva,17,27.73393369
CAMPECHE,2016-06,932037,nueva,5,6.437512674
COAHUILA,2016-06,3039433,nueva,17,6.711778151
ZACATECAS,2016-06,1588418,vieja,40,30.21874595
ZACATECAS,2016-06,1615499,nueva,38,28.22657272
JALISCO,2016-07,8029578,vieja,94,14.04806081
MÉXICO,2016-07,17138930,vieja,172,12.0427588
MICHOACÁN,2016-07,4630423,vieja,150,38.87333835
MORELOS,2016-07,1944914,vieja,50,30.8496931
DURANGO,2016-07,1783631,vieja,23,15.47405265
GUANAJUATO,2016-07,5867752,vieja,91,18.61019348
GUERRERO,2016-07,3589835,vieja,215,71.86959846
HIDALGO,2016-07,2915990,vieja,16,6.58438472
COAHUILA,2016-07,2998238,vieja,17,6.803996214
COLIMA,2016-07,736730,vieja,44,71.66804664
CHIAPAS,2016-07,5323304,vieja,39,8.791532477
CHIHUAHUA,2016-07,3749259,vieja,104,33.28657743
CIUDAD DE MÉXICO,2016-07,8831570,vieja,77,10.4624659
NAYARIT,2016-07,1248057,vieja,1,0.961494547
NUEVO LEÓN,2016-07,5163756,vieja,65,15.10528383
OAXACA,2016-07,4039369,vieja,80,23.76608822
PUEBLA,2016-07,6259530,vieja,52,9.968799574
QUERÉTARO,2016-07,2036456,vieja,7,4.12481291
TABASCO,2016-07,2409817,vieja,22,10.95518871
TAMAULIPAS,2016-07,3586571,vieja,60,20.0748849
TLAXCALA,2016-07,1297222,vieja,7,6.475375842
VERACRUZ,2016-07,8110957,vieja,132,19.52913818
YUCATÁN,2016-07,2148125,vieja,3,1.675880128
QUINTANA ROO,2016-07,1623504,vieja,13,9.608846052
SAN LUIS POTOSÍ,2016-07,2779982,vieja,21,9.064806894
SINALOA,2016-07,3012034,vieja,67,26.69292578
SONORA,2016-07,2975849,vieja,56,22.58179094
AGUASCALIENTES,2016-07,1306136,vieja,1,0.918740468
BAJA CALIFORNIA,2016-07,3538848,vieja,106,35.94390039
BAJA CALIFORNIA SUR,2016-07,788778,vieja,12,18.25608726
CAMPECHE,2016-07,922644,vieja,8,10.40487989
GUANAJUATO,2016-07,5997487,nueva,90,18.00754216
GUERRERO,2016-07,3597311,nueva,215,71.7202377
HIDALGO,2016-07,2938756,nueva,15,6.125040663
JALISCO,2016-07,8055955,nueva,90,13.40623179
MÉXICO,2016-07,16658503,nueva,172,12.3900689
MICHOACÁN,2016-07,4684829,nueva,147,37.65345544
COLIMA,2016-07,734663,nueva,43,70.23628521
CHIAPAS,2016-07,5393944,nueva,39,8.676397085
CHIHUAHUA,2016-07,3649416,nueva,104,34.19725238
CIUDAD DE MÉXICO,2016-07,9053990,nueva,74,9.807830581
DURANGO,2016-07,1801963,nueva,23,15.3166297
MORELOS,2016-07,1954717,nueva,47,28.85328157
NAYARIT,2016-07,1214627,nueva,1,0.98795762
NUEVO LEÓN,2016-07,5294203,nueva,65,14.7330958
OAXACA,2016-07,4046494,nueva,74,21.94492319
PUEBLA,2016-07,6345952,nueva,52,9.833040023
QUERÉTARO,2016-07,2113731,nueva,7,3.974015615
QUINTANA ROO,2016-07,1564920,nueva,13,9.968560693
SAN LUIS POTOSÍ,2016-07,2781457,nueva,21,9.059999849
SINALOA,2016-07,3049383,nueva,66,25.97246722
SONORA,2016-07,2922666,nueva,58,23.81387405
TABASCO,2016-07,2457373,nueva,22,10.74317981
TAMAULIPAS,2016-07,3527104,nueva,60,20.41334761
TLAXCALA,2016-07,1314415,nueva,7,6.3906757
VERACRUZ,2016-07,8316599,nueva,128,18.46908815
YUCATÁN,2016-07,2155883,nueva,3,1.669849431
AGUASCALIENTES,2016-07,1355321,nueva,1,0.885399105
BAJA CALIFORNIA,2016-07,3403335,nueva,104,36.66991348
BAJA CALIFORNIA SUR,2016-07,736995,nueva,12,19.53880284
CAMPECHE,2016-07,933436,nueva,8,10.28458298
COAHUILA,2016-07,3043062,nueva,17,6.703774028
ZACATECAS,2016-07,1589418,vieja,38,28.68974681
ZACATECAS,2016-07,1616675,nueva,37,27.46377596
JALISCO,2016-08,8036975,vieja,101,15.08030074
MÉXICO,2016-08,17159335,vieja,173,12.09837095
MICHOACÁN,2016-08,4632945,vieja,130,33.67188689
MORELOS,2016-08,1946784,vieja,60,36.98407219
CIUDAD DE MÉXICO,2016-08,8829724,vieja,68,9.241511966
DURANGO,2016-08,1785058,vieja,21,14.11718835
GUANAJUATO,2016-08,5871488,vieja,89,18.18959691
GUERRERO,2016-08,3591414,vieja,217,72.50626077
HIDALGO,2016-08,2918828,vieja,16,6.57798267
COAHUILA,2016-08,3001102,vieja,14,5.597943689
COLIMA,2016-08,737737,vieja,41,66.69043304
CHIAPAS,2016-08,5328647,vieja,40,9.007915142
CHIHUAHUA,2016-08,3752237,vieja,117,37.41767911
NAYARIT,2016-08,1249912,vieja,7,6.720473121
NUEVO LEÓN,2016-08,5169732,vieja,51,11.83813784
OAXACA,2016-08,4041380,vieja,87,25.8327601
PUEBLA,2016-08,6264462,vieja,49,9.386280897
QUERÉTARO,2016-08,2038883,vieja,7,4.119902908
TABASCO,2016-08,2411773,vieja,21,10.44874455
TAMAULIPAS,2016-08,3589847,vieja,45,15.04242381
TLAXCALA,2016-08,1298662,vieja,11,10.16430757
VERACRUZ,2016-08,8115776,vieja,179,26.46697001
YUCATÁN,2016-08,2150372,vieja,6,3.348257883
QUINTANA ROO,2016-08,1627246,vieja,23,16.96117243
SAN LUIS POTOSÍ,2016-08,2781969,vieja,27,11.6464274
SINALOA,2016-08,3014117,vieja,100,39.81265492
SONORA,2016-08,2979118,vieja,56,22.55701184
AGUASCALIENTES,2016-08,1307529,vieja,2,1.835523342
BAJA CALIFORNIA,2016-08,3543008,vieja,81,27.4343157
BAJA CALIFORNIA SUR,2016-08,790692,vieja,29,44.01208056
CAMPECHE,2016-08,923772,vieja,8,10.39217469
GUANAJUATO,2016-08,6002788,nueva,89,17.79173277
GUERRERO,2016-08,3598859,nueva,217,72.35626625
HIDALGO,2016-08,2941981,nueva,15,6.118326393
JALISCO,2016-08,8063714,nueva,98,14.58385057
MÉXICO,2016-08,16675487,nueva,173,12.44941152
MICHOACÁN,2016-08,4688026,nueva,128,32.76432341
COLIMA,2016-08,735743,nueva,40,65.24017218
CHIAPAS,2016-08,5401089,nueva,40,8.887096658
CHIHUAHUA,2016-08,3652506,nueva,117,38.43936191
CIUDAD DE MÉXICO,2016-08,9053596,nueva,68,9.01299329
DURANGO,2016-08,1803526,nueva,21,13.97262917
MORELOS,2016-08,1956689,nueva,55,33.73044975
NAYARIT,2016-08,1216221,nueva,7,6.906639501
NUEVO LEÓN,2016-08,5301232,nueva,51,11.54448626
OAXACA,2016-08,4048701,nueva,81,24.00770025
PUEBLA,2016-08,6351719,nueva,49,9.257336479
QUERÉTARO,2016-08,2117330,nueva,6,3.400509132
QUINTANA ROO,2016-08,1568278,nueva,23,17.5989206
SAN LUIS POTOSÍ,2016-08,2783347,nueva,27,11.64066141
SINALOA,2016-08,3051917,nueva,93,36.56718056
SONORA,2016-08,2925887,nueva,57,23.3775262
TABASCO,2016-08,2459892,nueva,21,10.24435219
TAMAULIPAS,2016-08,3529795,nueva,45,15.29833886
TLAXCALA,2016-08,1315909,nueva,11,10.03108878
VERACRUZ,2016-08,8322165,nueva,174,25.08962512
YUCATÁN,2016-08,2158107,nueva,6,3.336257192
AGUASCALIENTES,2016-08,1357134,nueva,2,1.768432594
BAJA CALIFORNIA,2016-08,3407810,nueva,81,28.52271694
BAJA CALIFORNIA SUR,2016-08,738431,nueva,29,47.1269489
CAMPECHE,2016-08,934840,nueva,8,10.26913696
COAHUILA,2016-08,3046717,nueva,14,5.514132097
ZACATECAS,2016-08,1590417,vieja,58,43.76210767
ZACATECAS,2016-08,1617835,nueva,57,42.27872434
JALISCO,2016-09,8044372,vieja,117,17.45319585
MÉXICO,2016-09,17179740,vieja,168,11.73475268
MICHOACÁN,2016-09,4635466,vieja,139,35.98343726
MORELOS,2016-09,1948655,vieja,53,32.6378964
CIUDAD DE MÉXICO,2016-09,8827878,vieja,94,12.77770264
DURANGO,2016-09,1786484,vieja,20,13.43420932
GUANAJUATO,2016-09,5875223,vieja,90,18.38228098
GUERRERO,2016-09,3592994,vieja,170,56.77716133
HIDALGO,2016-09,2921666,vieja,11,4.517970227
COAHUILA,2016-09,3003966,vieja,16,6.39155037
COLIMA,2016-09,738743,vieja,40,64.97523496
CHIAPAS,2016-09,5333991,vieja,38,8.548945808
CHIHUAHUA,2016-09,3755215,vieja,126,40.26400619
NAYARIT,2016-09,1251766,vieja,3,2.875936876
NUEVO LEÓN,2016-09,5175708,vieja,65,15.07040196
OAXACA,2016-09,4043392,vieja,85,25.22634461
PUEBLA,2016-09,6269395,vieja,60,11.48436173
QUERÉTARO,2016-09,2041310,vieja,15,8.817866958
TABASCO,2016-09,2413730,vieja,22,10.93742879
TAMAULIPAS,2016-09,3593122,vieja,60,20.03828426
TLAXCALA,2016-09,1300102,vieja,9,8.307040525
VERACRUZ,2016-09,8120594,vieja,130,19.21041737
QUINTANA ROO,2016-09,1630988,vieja,18,13.24350639
SAN LUIS POTOSÍ,2016-09,2783956,vieja,23,9.913949789
SINALOA,2016-09,3016200,vieja,103,40.97871494
SONORA,2016-09,2982388,vieja,52,20.92283097
AGUASCALIENTES,2016-09,1308921,vieja,4,3.667142631
BAJA CALIFORNIA,2016-09,3547167,vieja,128,43.30216198
BAJA CALIFORNIA SUR,2016-09,792606,vieja,29,43.90579935
CAMPECHE,2016-09,924900,vieja,7,9.082062926
GUANAJUATO,2016-09,6008031,nueva,88,17.57647389
GUERRERO,2016-09,3600369,nueva,170,56.66085893
HIDALGO,2016-09,2945197,nueva,11,4.481873369
JALISCO,2016-09,8071497,nueva,112,16.65118627
MÉXICO,2016-09,16692480,nueva,168,12.07729469
MICHOACÁN,2016-09,4691193,nueva,137,35.04439063
COLIMA,2016-09,736824,nueva,40,65.14445784
CHIAPAS,2016-09,5408230,nueva,38,8.431594071
CHIHUAHUA,2016-09,3655688,nueva,126,41.36020361
CIUDAD DE MÉXICO,2016-09,9053214,nueva,89,11.79691544
DURANGO,2016-09,1805057,nueva,19,12.63118007
MORELOS,2016-09,1958653,nueva,52,31.85862937
NAYARIT,2016-09,1217817,nueva,3,2.956109169
NUEVO LEÓN,2016-09,5308174,nueva,65,14.69431861
OAXACA,2016-09,4050896,nueva,79,23.40223003
PUEBLA,2016-09,6357448,nueva,60,11.32529908
QUERÉTARO,2016-09,2120912,nueva,15,8.486915063
QUINTANA ROO,2016-09,1571644,nueva,18,13.74357043
SAN LUIS POTOSÍ,2016-09,2785229,nueva,23,9.909418579
SINALOA,2016-09,3054388,nueva,96,37.7162299
SONORA,2016-09,2929128,nueva,51,20.89359017
TABASCO,2016-09,2462395,nueva,22,10.72126933
TAMAULIPAS,2016-09,3532488,nueva,60,20.38223484
TLAXCALA,2016-09,1317377,nueva,9,8.198108818
VERACRUZ,2016-09,8327565,nueva,126,18.15656798
YUCATÁN,2016-09,2160324,nueva,4,2.221888939
AGUASCALIENTES,2016-09,1358912,nueva,4,3.532237555
BAJA CALIFORNIA,2016-09,3412461,nueva,126,44.30819869
